,text,label,pred_label
3611,"One of the first states in the union to pass a voter ID bill was Rhode Island, 85 percent Democratic legislature.",0, fake
3612,"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care.",0, fake.
3613,"A state agency wanted to fire an employee who spent four hours per day watching pornography, but the state employment commission reinstated the person.",1, fake
3614,Inner-city crime is reaching record levels.,0, fake.
3615,"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.",0, fake.
3616,"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president.",0, fake.
3617,"Says Dontre Hamilton, who was killed during a confrontation with a Milwaukee police officer, was unarmed.",1, fake
3618,I remain one of the poorer members of the United States Senate.,1, fake.
3619,Says Chris Christie was the first governor in America to endorse Mitt Romney.,0, fake.
3620,"If the U.S. didnt borrow $1.2 trillion every year to fund government operations, that money would be available for entrepreneurs and business people to put to work creating jobs and building and expanding their businesses.",0, fake
3621,Greece has a GDP the size of the Dallas-Fort Worth Metroplex.,1, fake.
3622,The first professional baseball team was from an Ohio city.,1, real.
3623,There are more oil rigs in operation in the United States than the rest of the world combined.,0, fake.
3624,Says federal spending has increased 21 percent over the past three years.,1, fake.
3625,"Says climate scientist James Hansen says we have until perhaps 50 years from now, or maybe a little longer and at that point, we are looking at 10, 20, 30 feet of sea-level rise.",0, fake
3626,I released the most extensive financial review of anybody in the history of politics. You dont learn much in a tax return.,0, fake.
3627,"Californias Capitol building is second only to Disneyland, among visitor sites in the state.",0, fake.
3628,"When the Republicans were in charge, they actually expanded government health care with the prescription drug program.",1, fake.
3629,"Says Texas has one state inspector for every 4,500 oil and gas wells.",1, fake.
3630,Says Barack Obama has played nearly 100 rounds of golf as president.,1, fake.
3631,"Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isnt even getting the money for that.",0, fake
3632,"If youre from Syria and youre a Christian, you cannot come into this country as a refugee.",0, fake.
3633,"Before 2005, the percentage of Texas high school students meeting the college readiness standards of the Texas Higher Education Coordinating Board stood at 28% in English and 42% in math. Those figures stood at 65% and 66% in 2013.",1, real
3634,"New school testing standards will consume approximately twenty days of testing for elementary, middle and high school students.",1, fake.
3635,"The IRS is going to be in charge of a huge national database on health care that will include Americans personal, intimate, most close-to-the-vest-secrets.",0, fake.
3636,Says combined inflation and unemployment rates in October 2011 were the highest since Ronald Reagan succeeded Jimmy Carter.,0, fake.
3637,"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools.",1, fake.
3638,Says Patrick Murphy hasnt passed a single bill out of committee.,0, fake.
3639,Says GOP primary opponents Glenn Grothman and Joe Leibham cast a compromise vote that cost $788 million in higher electricity costs.,1, fake
3640,"For the first time since the Korean War, total federal spending has gone down for two years in a row.",1, fake.
3641,"To give the proposed economic stimulus plan some perspective, ""if you started the day Jesus Christ was born and spent $1 million every day since then, you still wouldnt have spent $1 trillion.""",1, fake
3642,The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,0, fake.
3643,He's sued gun manufacturers. He was supportive of Brady. He was supportive of things like assault weapon bans.,1, fake
3644,While I was mayor of the city of Providence we had the lowest crime rate in 30 years.,1, fake.
3645,The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France.,1, fake.
3646,Ted Cruz was the longest-serving solicitor general in the history of Texas.,1, fake.
3647,Says Mitt Romney would deny gay people the right to adopt children.,0, fake.
3648,ISIS is making millions of dollars a week selling Libyan oil.,0, fake.
3649,"Medicare spends ""$15-billion a year on subsidies to insurance companies.""",1, fake.
3650,"Says, The Democrats proposed budget is also balanced by using more in new tax revenue than in total PERS reform or savings.",0, fake
3651,Says Scott Walker eliminated his own office of economic development in the middle of this recession.,1, fake.
3652,Says Suzanne Bonamici supports the $500 billion cut to Medicare passed last year.,0, fake.
3653,"Under John McCain's health care plan, people get a $5,000 tax credit to buy a $12,000 health care policy, and ""that's a loss for you.""",0, fake
3654,Says judges get better benefits at a lower cost than everybody else in the state.,1, fake.
3655,We have more hospitals that are childrens hospitals than any other state in the union. ,0, fake.
3656,I was speaking out on pension reform almost 17 years ago.,1, fake
3657,I was totally against the war in Iraq.,0, fake.
3658,"Every year we spend roughly $500 billion on tax compliance. That is roughly the budget of our entire military, entirely wasted on tax compliance.",0, fake
3659,"About 230,000 people that were on unemployment when I took office are not on unemployment now.",1, Real.
3660,There has not been a Democratic woman in Congress from New Jersey in almost four decades.,1, real
3661,Says Donald Trumps Make America Great Again caps are made in China.,0, fake.
3662,"Says Rick Perry and the Republican-controlled Texas Legislature managed to slash the budget of the volunteer fire departments in our state by 75 percent in the last legislative session, reducing their abilities to fight recent wildfires.",0, fake.
3663,TheHousebudget plan proposes the largest discretionary spending cut in history.,1, fake.
3664,We have the highest (corporate tax rates) in the world right now.,1, fake.
3665,"People can use food stamps for anything, including to go to Hawaii, and even millionaires can qualify.",0, fake.
3666,Says there were only about eight or 10 inflammatory sentences in his newsletters.,0, fake.
3667,Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.,0, fake
3668,The Castro regime violated international norms by secretly shipping weapons to North Korea in violation of a U.N. embargo.,1, fake.
3669,Says Hillary Clinton has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.,0, fake.
3670,On expanding Medicaid under the Affordable Care Act.,0, real
3671,He has never voted for a federal restriction on gun ownership.,1, fake.
3672,"Says Hillary Clinton presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador.",0, fake
3673,Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,1, fake.
3674,"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",0, fake.
3675,If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.,1, fake
3676,"What we have now is the most generous, in my opinion, good time bill in the entire United States.",0, fake
3677,Ted Cruz helps run two national organizations that have been leading the push to give amnesty to illegal immigrants.,0, fake.
3678,A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.,0, fake.
3679,"When (Marcy) Kaptur fought for the Democrats prescription drug benefit for seniors, (Dennis) Kucinich voted no.",0, fake
3680,We dont need a separate (prescription drug) database ... Pharmacies already have a database in place.,0, fake
3681,"We will spend $100 billion in Afghanistan this year, fixing roads, building bridges, training police officers, and more, [and] cutting the same things in our own country.",0, fake
3682,I actually started criticizing the war in Iraq before (Obama) did.,0, fake.
3683,Thousands of Westerners and Americans are fighting with extremists in eastern Syria and Iraq.,1, fake.
3684,Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter.,1, fake.
3685,The Obama administration even proposed banning farm kids from doing basic chores!,0, fake.
3686,President Obamas health care law represents a government takeover of health care.,0, fake.
3687,"To get out of the (teachers) union, you pay 85 percent of $731. Then youre out of the union, but youve got to pay it every year, also required by statute. Thats called a representation fee.",1, fake
3688,The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.,0, fake
3689,People who wash cars at home will use approximately 80 percent more water than they do in a car wash.,0, fake.
3690,"According to independent experts, Donald Trumps tax plan would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.",1, fake
3691,"Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent.",1, fake
3692,Says he followed state law and the precedent of other Massachusetts governors when he erased electronic communications as he left office.,1, fake
3693,Says the Constitution only requires her to tell the census how many people are in our home.,0, fake.
3694,"According to Pew Research, 99 percent of the people in Afghanistan support oppressive Sharia law.",1, fake.
3695,"Almost half a million people are still eligible (for DACA), particularly in the Asian-American and Pacific Islander community.",1, fake
3696,The $5 billion website for Obamacare never worked. Still doesnt work.,0, fake.
3697,"Says Mitch McConnell voted to raise Medicare costs for a current Kentucky senior by $6,000.",0, fake.
3698,"By 2006, the American people were overwhelmingly against the Iraq War.",1, fake.
3699,"Forty percent of gross domestic product is state, local, or federal money.",1, fake.
3700,Says President Barack Obama promised a pathway to citizenship to undocumented immigrants and didnt deliver jack squat on any of it.,1, fake
3701,I don't have lobbyists running my campaign.,0, real
3702,"On the day that (the Republican) state leader resigned in disgrace, a Shred-It' truck rolled up to Republican headquarters.",1, fake
3703,Democrats have lost more than 900 state legislators since Barack Obama has been president.,1, fake.
3704,Scott Fisher tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare.,0, fake
3705,Says Ralph Hall is the oldest member in Congress ever.,0, fake.
3706,Obamacare adds trillions to our deficits and to our national debt.,0, fake.
3707,The health care law is the largest tax [increase] in the history of our country,0, fake
3708,Says Hillary Clinton was literally present when we pressed the reset button with Russia just a few months after Russia had invaded Georgia.,1, fake.
3709,"It costs us, logistically, three times more to fight in Afghanistan than it does in any other place.",0, fake.
3710,Says we brought crime rate down by 30 percent when he was mayor of Dallas.,1, fake.
3711,So what sort of services does Romney's health care plan provide? Per the state Web site: $50 co-pay for abortions.,1, fake
3712,"In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.",1, fake.
3713,"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",1, fake.
3714,Im the only candidate for Milwaukee County executive that has voted against increasing government pensions.,1, fake.
3715,FCAT tests account for less than 1 percent of the instructional time provided during the year.,0, fake.
3716,"A shocking 20 veterans are committing suicide each and every day, especially our older veterans.",1, fake.
3717,Says no city comparable in size to Austin or smaller was broken into as many congressional districts.,1, real
3718,This is the year Florida becomes a majority minority state.,0, fake.
3719,We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.,1, fake.
3720,Says the Austin City Council may give $4 million a year to subsidize a race track.,1, fake.
3721,Says the first word spoken from the moon was Houston.,0, fake.
3722,I represent the fourth-poorest (congressional) district in the nation.,0, fake.
3723,Child care costs in some states now exceed the average price tag for college tuition.,1, fake.
3724,"Our debt now is about $140,000 per household.",1, fake.
3725,Georgia has some of the best maintained roads in America.,1, fake.
3726,Wisconsin is 38th in the country in terms of proficiency standards in student testing.,1, fake.
3727,African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.,1, fake.
3728,"With the tax controls we already put in place, property taxes on a typical home in December of 2014 will actually be lower than they were in December of 2010.",1, fake.
3729,"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",0, fake.
3730,Russia and China are doing naval exercises together someplace.,1, fake.
3731,Pat Toomey thinks corporations shouldnt pay any taxes.,1, fake.
3732,The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,1, fake.
3733,Nearly half of all pregnancies in the U.S. are unintended.,1, real.
3734,"You cant give a child an aspirin in school without permission. You cant do any kind of medication, but we can secretly take the child off and have an abortion.",1, fake
3735,Gov. Rick Scotts sale of the state planes was not proper.,1, fake.
3736,The debt will soon eclipse our entire economy.,1, fake.
3737,"In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.",1, fake
3738,"Every day in the United States, we are losing 15 factories.",1, fake.
3739,"Terry McAuliffe cashed in, walking away with millions from the demise of Global Crossing.",0, fake.
3740,"Fifteen years ago, the assets of the six largest banks in this country totaled 17 percent of GDP ... The assets of the six largest banks in the United States today total 63 percent of GDP.",1, fake
3741,"Currently, the intelligence community can collect business records on law-abiding Americans who have no connection to terrorism.",1, fake.
3742,No one in the country has ever built a brand new sports facility and created this kind of development at the same time.,1, fake.
3743,"If you give guns to gangs, you can get out of jail free, if (Californias Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.",0, fake
3744,The Ohio Democratic Party has raised $1.1 million since the November election. A very small percentage of that has come from organized labor.,1, fake
3745,Ted Strickland destroyed Ohio jobs when he busted the budget.,0, fake.
3746,The last Christians are about to leave Iraq.,0, fake.
3747,Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,1, fake
3748,Texas has the nations highest rate and highest number of uninsured.,1, fake.
3749,Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.,0, fake.
3750,"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent.""",0, fake.
3751,"Virginia is headed towards another surplus this year, unlike most states.",1, real
3752,We put a lid on Irans nuclear program without firing a single shot.,1, fake
3753,"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",1, fake.
3754,It (Georgia) was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity.,1, real
3755,"John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.",1, fake.
3756,Donald Trump is appealing as much to Democrats as he is to Republicans.,0, fake.
3757,"We had bipartisan legislation that got through the Senate that would have prevented bonuses like AIG's ""and then somehow mysteriously disappeared.""",1, fake
3758,"When Jim Doyle was governor and Mary Burke was commerce secretary, Wisconsin saw billions in middle-class tax hikes on nursing home beds, gas, phones and garbage.",0, fake
3759,"Welcome to #Houston, the most #diverse city in #America.",1, fake
3760,Says the new Dodd-Frank financial law requires a 20 percent down payment to buy a house.,0, fake.
3761,"It costs about $40,000 a year for a homeless person to be on the streets.",1, fake.
3762,"Of the 10,000 Rhode Island children in charter school lotteries for the fall, more than 70 percent are poor .... In addition, a majority of them are students of color.",1, real
3763,An image in a ChrisAbele TV ad depicts wealthy citizens who would benefit from a lake created by the controversial Estabrook Dam.,0, fake
3764,Tennessees appeals court judges were selected by a handful of party officials in Nashville before the system of merit selection was put into effect.,1, fake
3765,The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.,1, fake
3766,Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,1, fake.
3767,"Says if Texas abortion measure passes, someone living in El Paso would have to drive 550 miles each way to San Antonio for something as simple as cervical cancer screening.",0, fake.
3768,"Taxpayer money will provide iPod Touch devices to high school students in Utah, BlackBerry smart phones to smokers who kick the habit and funding for a study of exotic ants in East Africa.",1, fake
3769,The federal government can cut all of the non-military discretionary spending and not balance the budget.,1, fake.
3770,The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.,0, fake.
3771,When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.,0, fake
3772,"Says Donald Trump is the first person running for president, Republican or Democrat, who refused to say that he would respect the results of this election.",1, fake
3773,"For every $10,000 invested in business incubators, up to nearly 70 local jobs are generated.",1, real
3774,We didnt have a development director for over seven months.,0, fake
3775,We just had someone last week in Neenah near a school kill someone with a bow and arrow.,0, fake.
3776,"Democrats' budget resolution would raise America's tax bill by ""$500-billion.""",0, fake.
3777,Sharron Angle would eliminate the Department of Education.,1, fake.
3778,"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",1, fake
3779,The Democrats propose a government-controlled health care plan that will deprive roughly 120 million Americans of their current health care coverage.,0, fake.
3780,"More than 100,000 women in Texas have attempted to self-induce abortion in the past year alone.",0, fake.
3781,Says Hillary Clinton wants to bring in thousands of refugees to America from all around the world without any kind of security screening.,0, fake.
3782,Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,1, fake
3783,"Says over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003.",1, fake.
3784,A telecom bill could keep the State Corporation Commission from getting rate-of-return information from electric utilities.,0, fake.
3785,"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",1, fake
3786,The majority of Austinites rent the places they live.,1, fake.
3787,Americans spend 6.1 billion hours a year complying with tax law. It costs us $163 billion to comply with our tax laws annually.,1, fake
3788,George Bush sent people to war without body armor.,1, fake.
3789,Austin mayoral candidate Steve Adler admitted his law firm worked with Koch Industries for nearly a decade.,1, fake.
3790,"Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if theyve been studying, will get a lower score than they did the first time around?",1, fake
3791,The White House had a live video feed of the Benghazi attacks as they occurred.,0, fake.
3792,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.,1, fake.
3793,"President Obama budget request for veterans ismore than double the amount in constant dollars appropriated in 1980, when the veterans population was larger by a third.",1, fake.
3794,50% of Hispanic students count on Pell Grants to pay for college.,1, fake.
3795,Texas ranks third in teen pregnancies... and it is No. 1 in repeat teen pregnancies.,1, fake
3796,Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies but want to cut food stamps.,1, fake
3797,"Today, you have six financial institutions, the largest six, that have assets that are the equivalent of 60 percent of the GDP of the United States of America.",1, fake.
3798,"With her solution, terrorists can still today and by the way ISIS knows it, they have been advertising it buy guns online and at gun shows in the United States of America.",1, fake
3799,Californians consume 40 percent less energy per person than the national average,1, fake
3800,There is more oil produced at home than we buy from the rest of the world the first time thats happened in nearly 20 years.,1, real
3801,"For the first time in history, the share of the national popular vote margin is smaller than the Latino vote margin.",1, fake.
3802,The Trans-Texas Corridor is dead.,1, fake.
3803,Says he paid one dollar for a sweater at Kohls.,1, fake.
3804,Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.,1, fake
3805,"The pension fund in the city of Providence is only 30 percent funded, about the same level as when he [Taveras] took office.",1, fake
3806,"Almost 100,000 people left Puerto Rico last year.",1, fake.
3807,"The Obama administration ""has been constrained by the Oil Pollution Act of 1990, which basically gives the responsible party the lead role in trying to not only fix the problem, but contain the problem.""",0, fake
3808,On bipartisan redistricting.,0, fake.
3809,"Before April 22, we have restored the rights of more than 18,000 individuals, which is more than the past seven governors combined in their four-year terms.",1, real
3810,"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.",1, fake
3811,"A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.",1, fake
3812,Half of illegal immigrants come on legal visas and then overstay.,1, fake.
3813,"When (John) Brennan ... was asked directly Is there any geographic limitation to your drone strike program? Brennan responded and said, no, there is no limitation.",1, fake
3814,Beer drinking is not allowed in any Illinois state parks.,0, fake.
3815,Says President Barack Obama has not raised taxes.,0, fake.
3816,Says he has engaged in the political process only in the past decade.,0, fake.
3817,"The Congressional Budget Office, a nonpartisan office, did an analysis and said that passing comprehensive immigration reform will reduce the federal deficit by $200 billion over the next decade.",1, real
3818,Says the D.C.citycouncilpasseda lawbanninglethalrat trapping.,0, fake.
3819,Congress as a whole is less popular than its been since polling was invented.,1, fake.
3820,Says veterans disability claims backlog doubled in Obamas first term.,1, fake.
3821,The Pell bridge is a tourism bridge essentially and not a commuter bridge.,0, fake
3822,"Closing the tobacco loophole would save Missouri taxpayers $50,000,000",1, fake
3823,On restoring voting rights to non-violent felons.,0, real
3824,Says the Koch brothers want to protect tax cuts for companies that ship our jobs overseas.,0, fake.
3825,"In our community college system (state) cuts have reduced funding per student by $1,908.",1, fake.
3826,The Tampa Bay Rays prices have been judged the most affordable in all of professional sports.,1, fake.
3827,EPA wants to regulate the family BBQ.,0, fake.
3828,Senator Robert Hurt voted for a bill thats raised your electric rates seven times.,0, fake.
3829,"Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.",1, fake.
3830,"Says she called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight early on in the financial crisis.",1, real
3831,"Tim Kaine, as governor, proposed tax increases on people earning as little as $17,000.",1, fake.
3832,David Dewhurst has never once cut one penny from the state budget.,0, fake.
3833,Says large majority of Republicans believe Obama is a Muslim and not U.S.-born.,0, fake.
3834,"Under former President George W. Bushs administration while the population in that period grew by 10 percent, the number of jobs in the nation grew by 1 percent.",1, fake
3835,Most Texans aren't millionaires.,1, real.
3836,The United States has never stood by and seen innocent people slaughtered to the extent thats happening in Syria.,0, fake.
3837,Says crime statistics show blacks kill 81 percent of white homicide victims.,0, fake.
3838,Milwaukee County has a parks capital budget thats bigger than its been in the last 10 years.,0, real
3839,Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obamas political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election,0, fake
3840,Says Oregon ranks 43rd in education.,1, fake.
3841,"The Baucus health care bill ""could be used to ban guns in home self-defense.""",0, fake.
3842,"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more.",1, fake
3843,"The United States is no longer top nation in the globe on infrastructure, having fallen to 15th.",1, fake.
3844,Kesha Rogers is not a Democrat.,0, fake.
3845,Obama ad contends that John McCain endorses Rush Limbaugh's comments about immigration.,0, fake.
3846,Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.,0, fake.
3847,"Were importing about 10 percent of our milk supply. Were Americas Dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers.",1, fake
3848,It is legal in Ohio to fire an employee or evict a tenant just for being gay.,1, fake.
3849,"After the debate that we had last week, PolitiFact came out and said that everything I said was true.",0, real
3850,Says Joe Straus was co-author of a bill that would have allowed Planned Parenthood to control public school sex education.,0, fake.
3851,Human activity is not causing these dramatic changes to our climate.,0, fake.
3852,An effort to repeal voting-reform legislation would be the first time in Ohio history where a bill has been passed to stop a referendum.,1, real
3853,Neighbors of the San Bernardino shooters knew that they were talking about trying to take our country and attack it.,0, fake.
3854,One-third of the gasoline is purchased by out-of-state people in Virginia,0, fake
3855,About 40 percent of Hispanic homeowners have subprime mortgages.,1, fake.
3856,Says the city of Portland has one manager for every six front-line workers.,1, fake.
3857,"Cervical cancer in Africa is fully preventable with basic education, screeningand vaccines.",1, fake.
3858,I finished the controversyabout wherePresident Barack Obama was born.,0, fake
3859,"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",0, fake.
3860,"Ohios judges, compared to other similar states, are being woefully underpaid.",1, fake.
3861,Youre more likely to get struck by lightning in Texas thanfind in-person voter fraud.,1, fake.
3862,"Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.",1, real
3863,"Since the salary for state lawmakers was raised to $79,500, that purchasing power has now been reduced to $53,000.",1, fake.
3864,Three courts have found the new health care law constitutional and two have found it unconstitutional.,1, real
3865,"Today, the Social Security system is broke.",0, fake.
3866,Today almost half our debt is owned by foreigners.,1, fake.
3867,On repeal and replace of federal health care reform.,0, fake.
3868,Sixty-one percent of our active military are currently listed as overweight.,1, fake.
3869,"Gov. Rick Perry broke his promise that he would not accept a $40,000 pay increase.",1, fake.
3870,There is a very identifiable Somali community back home in Delaware.,0, fake
3871,"In 1992, Mitt Romney gave money to Democrats for Congress.",1, fake.
3872,"If the Supreme Court throws out the federal health care law, it would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress.",0, fake
3873,Poll results from the past 35 years show that State of the Union speeches do not move presidential approval numbers.,1, fake.
3874,"The Milwaukee County executive can sell the public museum, the airport and the zoo -- all on his own, without County Board approval",1, fake
3875,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.",0, fake
3876,A Texas law says that you cant shoot bears out of the second floor of a window.,0, fake.
3877,"Says the health care law rations care, like systems in Canada and Great Britain.",0, fake.
3878,"The 9/11 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.",0, fake
3879,"In New Hampshire, I spent $3 million. Jeb Bush spent $44 million. He came in five, and I came in number one.",1, fake
3880,Early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms.,0, fake.
3881,Says stories about his birth certificate drowned out media coverage of the Republican and White House budget plans the week of April 11.,0, fake
3882,Says Scott Brown co-sponsored legislation to let employers deny women coverage for birth control.,1, fake.
3883,Says a Republican-drawn map of proposed U.S. House districts for Texas gerrymanders more than nine million Latinos in Texas to make sure that we have no more electoral opportunity than we did in 1991.,1, fake
3884,Half of all adults have a pre-existing condition that could affecttheir health care coverage.,1, fake.
3885,I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.,1, real
3886,About 47 percent of able-bodied people in the state of Maine dont work.,0, fake.
3887,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",1, real
3888,Tide gauges measuring sea level in Rhode Island since 1930 have risen maybe about 10 inches since that time.,1, real
3889,Says Newt Gingrich has said that we should make the 11 million illegal workers that are in this country legal.,0, fake.
3890,Passing a federal firearms background check through the NICS database . . . typically takes 90 seconds.,1, fake.
3891,You cant pass a budget in the Senate of the United States without 60 votes.,0, fake.
3892,Says Gov. John Kasich implied that a portion of workers compensation rebates to employers should be directed back to him in the form of campaign cash.,0, fake
3893,"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.",1, real
3894,"At $587 apiece, USA would need to bring home about 33.1 BILLION gold medals to pay off our national debt.",1, fake
3895,The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.,1, fake
3896,"The reality is that we have roughly 15,000 undocumented immigrants living in the state...",0, real
3897,You see 34 people (are) murdered every single day by gunfire in America.,1, fake
3898,"If you count United States airstrikes against ISIS, 75 percent of those combat missions return to base without having fired a weapon.",1, fake
3899,The overwhelming number of school districts reported their staff stayed the same or grew after the 2011-13 state budget,0, fake
3900,Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,1, fake.
3901,"Says, regarding the presence of classified information in her email, FBI Director James Comey said my answers were truthful, and what Ive said is consistent with what I have told the American people.",0, fake
3902,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,1, fake.
3903,The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governors signature on a death warrant to end the case.,1, real
3904,"In 2011, the average annual compensation for a teacher in the Milwaukee Public Schools system will exceed $100,000.",1, fake.
3905,"An amendment, pushed by Lyndon Johnson many years ago, threatens religious institutions with a loss of their tax-exempt status if they openly advocate their political views.",1, fake
3906,"For the average middle-class family, your taxes today are lower than when I took office.",1, fake.
3907,More Americans receive food aid than work in (the) private sector.,0, fake.
3908,Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.,1, fake.
3909,"The fundraising numbers are in, and our grassroots support is unmatched!",0, real
3910,"The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a year on ovarian cancer research and $150 million a year on breast cancer research.",1, fake.
3911,Pinnacle Overlook in Southwest Virginia is closer to eight other state capitals than to Richmond.,1, fake.
3912,David Dewhurst is the first lieutenant governor in history to have a personal security detail.,1, fake.
3913,"Despite touting the economic stimulus as a great triumph, ""The very same report, however, notes that unemployment will average 10 percent for the rest of the year.""",1, fake
3914,Newt Gingrichs immigration plan offers a new doorway to amnesty.,1, fake.
3915,"One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.",1, fake.
3916,The stimulus bill contains $20 million for the removal of small to medium-sized fish passage barriers and $25 million to rehabilitate off-roading trails for ATVs.,1, fake
3917,"With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.",1, fake
3918,"In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.",1, fake.
3919,Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.,1, fake.
3920,"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",0, fake.
3921,Two years ago we had the largest structural deficit ever in Wisconsin.,0, fake.
